val_loss,epoch,step,train_loss
0.3032991886138916,0,91,
,0,91,0.37474170327186584
0.252851277589798,1,183,
,1,183,0.19677294790744781
0.22533729672431946,2,275,
,2,275,0.1647106260061264
0.21312490105628967,3,367,
,3,367,0.1463765949010849
0.19298149645328522,4,459,
,4,459,0.13046960532665253
0.19501696527004242,5,551,
,5,551,0.12079786509275436
0.18916238844394684,6,643,
,6,643,0.11741472780704498
0.19868193566799164,7,735,
,7,735,0.11173392087221146
0.17510570585727692,8,827,
,8,827,0.10442406684160233
0.18709060549736023,9,919,
,9,919,0.10439915955066681
0.18024460971355438,10,1011,
,10,1011,0.09885812550783157
0.1885693073272705,11,1103,
,11,1103,0.09731575846672058
0.1675262153148651,12,1195,
,12,1195,0.10115562379360199
0.1700439155101776,13,1287,
,13,1287,0.0932031124830246
0.1616872251033783,14,1379,
,14,1379,0.09384757280349731
0.16120600700378418,15,1471,
,15,1471,0.0912640392780304
0.16074824333190918,16,1563,
,16,1563,0.09033966809511185
0.15545333921909332,17,1655,
,17,1655,0.08690100163221359
0.16426561772823334,18,1747,
,18,1747,0.08987744897603989
0.162799671292305,19,1839,
,19,1839,0.08742006123065948
0.16507604718208313,20,1931,
,20,1931,0.0871502086520195
0.15811963379383087,21,2023,
,21,2023,0.08130846172571182
0.15768460929393768,22,2115,
,22,2115,0.08290361613035202
0.16400204598903656,23,2207,
,23,2207,0.08316156268119812
0.158046692609787,24,2299,
,24,2299,0.08128869533538818
0.17369353771209717,25,2391,
,25,2391,0.08223698288202286
0.15415771305561066,26,2483,
,26,2483,0.0950239896774292
0.1587505340576172,27,2575,
,27,2575,0.0871303603053093
0.15852059423923492,28,2667,
,28,2667,0.08049438893795013
0.1606510728597641,29,2759,
,29,2759,0.07833533734083176
0.16857187449932098,30,2851,
,30,2851,0.08080597966909409
0.15815949440002441,31,2943,
,31,2943,0.07762334495782852
0.155037522315979,32,3035,
,32,3035,0.07592900097370148
0.14994022250175476,33,3127,
,33,3127,0.0738726258277893
0.16831567883491516,34,3219,
,34,3219,0.07881399244070053
0.15938541293144226,35,3311,
,35,3311,0.07501687109470367
0.1493184119462967,36,3403,
,36,3403,0.07250154763460159
0.18269726634025574,37,3495,
,37,3495,0.07873640954494476
0.15454231202602386,38,3587,
,38,3587,0.0755956768989563
0.15368135273456573,39,3679,
,39,3679,0.07677233964204788
0.1499965488910675,40,3771,
,40,3771,0.07741065323352814
0.14832523465156555,41,3863,
,41,3863,0.07457311451435089
0.15417194366455078,42,3955,
,42,3955,0.07326886802911758
0.14993102848529816,43,4047,
,43,4047,0.07112056761980057
0.15196505188941956,44,4139,
,44,4139,0.07003908604383469
0.14822284877300262,45,4231,
,45,4231,0.07150712609291077
0.1520087718963623,46,4323,
,46,4323,0.07341117411851883
0.14880384504795074,47,4415,
,47,4415,0.06983716785907745
0.14633072912693024,48,4507,
,48,4507,0.06969033181667328
0.1531551331281662,49,4599,
,49,4599,0.06826922297477722
0.15094693005084991,50,4691,
,50,4691,0.06680043786764145
0.1471780240535736,51,4783,
,51,4783,0.06748604029417038
0.1530802696943283,52,4875,
,52,4875,0.06987746059894562
0.1518888771533966,53,4967,
,53,4967,0.06732746213674545
0.14360174536705017,54,5059,
,54,5059,0.06644752621650696
0.1484742909669876,55,5151,
,55,5151,0.06692393869161606
0.14441995322704315,56,5243,
,56,5243,0.06831341236829758
0.14236880838871002,57,5335,
,57,5335,0.06757404655218124
0.15201854705810547,58,5427,
,58,5427,0.0653473436832428
0.1510484218597412,59,5519,
,59,5519,0.06635277718305588
0.14732003211975098,60,5611,
,60,5611,0.06416154652833939
0.15469267964363098,61,5703,
,61,5703,0.06428731232881546
0.1483534425497055,62,5795,
,62,5795,0.06429287046194077
0.16350813210010529,63,5887,
,63,5887,0.06450411677360535
0.14877930283546448,64,5979,
,64,5979,0.06400424987077713
0.1448676586151123,65,6071,
,65,6071,0.0627235621213913
0.15177331864833832,66,6163,
,66,6163,0.06698228418827057
0.14204852283000946,67,6255,
,67,6255,0.06489333510398865
0.16377343237400055,68,6347,
,68,6347,0.06460454314947128
0.14962151646614075,69,6439,
,69,6439,0.06088314950466156
0.15118516981601715,70,6531,
,70,6531,0.061020828783512115
0.1490352898836136,71,6623,
,71,6623,0.05906226485967636
0.1593439280986786,72,6715,
,72,6715,0.06182596832513809
0.14216554164886475,73,6807,
,73,6807,0.05934326723217964
0.1417965143918991,74,6899,
,74,6899,0.06217411905527115
0.13781122863292694,75,6991,
,75,6991,0.059152547270059586
0.14925162494182587,76,7083,
,76,7083,0.06069761514663696
0.1461395025253296,77,7175,
,77,7175,0.06112146005034447
0.1456937938928604,78,7267,
,78,7267,0.05928581953048706
0.13899549841880798,79,7359,
,79,7359,0.062101077288389206
0.14291803538799286,80,7451,
,80,7451,0.05954408273100853
0.14453652501106262,81,7543,
,81,7543,0.05866476148366928
0.13757379353046417,82,7635,
,82,7635,0.058727119117975235
0.1433410346508026,83,7727,
,83,7727,0.057764869183301926
0.14651107788085938,84,7819,
,84,7819,0.05936700105667114
0.15198472142219543,85,7911,
,85,7911,0.05619180575013161
0.14008116722106934,86,8003,
,86,8003,0.05845126509666443
0.1355750411748886,87,8095,
,87,8095,0.05863991379737854
0.1520845741033554,88,8187,
,88,8187,0.059033215045928955
0.15192630887031555,89,8279,
,89,8279,0.059375252574682236
0.13841646909713745,90,8371,
,90,8371,0.05750376731157303
0.14173386991024017,91,8463,
,91,8463,0.057392120361328125
0.15736468136310577,92,8555,
,92,8555,0.05523361265659332
0.15933015942573547,93,8647,
,93,8647,0.05816146358847618
0.14295180141925812,94,8739,
,94,8739,0.05791322514414787
0.14060154557228088,95,8831,
,95,8831,0.05914647504687309
0.1524471938610077,96,8923,
,96,8923,0.0567920096218586
0.1464163362979889,97,9015,
,97,9015,0.058823514729738235
0.14041689038276672,98,9107,
,98,9107,0.056276097893714905
0.14237260818481445,99,9199,
,99,9199,0.055505476891994476
0.13587622344493866,100,9291,
,100,9291,0.056069862097501755
0.15043231844902039,101,9383,
,101,9383,0.0574226938188076
0.13277189433574677,102,9475,
,102,9475,0.054594315588474274
0.13799352943897247,103,9567,
,103,9567,0.05607074871659279
0.13416440784931183,104,9659,
,104,9659,0.057529959827661514
0.14133502542972565,105,9751,
,105,9751,0.053299982100725174
0.1455601006746292,106,9843,
,106,9843,0.053988922387361526
0.1486293226480484,107,9935,
,107,9935,0.05562307685613632
0.14466075599193573,108,10027,
,108,10027,0.053883541375398636
0.1414855569601059,109,10119,
,109,10119,0.05595722422003746
0.14404527842998505,110,10211,
,110,10211,0.05506155639886856
0.14523042738437653,111,10303,
,111,10303,0.05228522792458534
0.13391903042793274,112,10395,
,112,10395,0.05177662521600723
0.14173230528831482,113,10487,
,113,10487,0.053504422307014465
0.14736835658550262,114,10579,
,114,10579,0.053068988025188446
0.1406783163547516,115,10671,
,115,10671,0.05161672458052635
0.14173227548599243,116,10763,
,116,10763,0.05404357984662056
0.14302538335323334,117,10855,
,117,10855,0.052693404257297516
0.14474882185459137,118,10947,
,118,10947,0.053110942244529724
0.15476424992084503,119,11039,
,119,11039,0.05196535214781761
0.14167442917823792,120,11131,
,120,11131,0.055077340453863144
0.14708563685417175,121,11223,
,121,11223,0.049876224249601364
0.14001992344856262,122,11315,
,122,11315,0.05361909046769142
0.1421450525522232,123,11407,
,123,11407,0.05358629301190376
0.14368608593940735,124,11499,
,124,11499,0.0529550164937973
0.13339321315288544,125,11591,
,125,11591,0.0526517890393734
0.14377471804618835,126,11683,
,126,11683,0.051502082496881485
0.13743816316127777,127,11775,
,127,11775,0.05507725849747658
0.1402006298303604,128,11867,
,128,11867,0.0515691414475441
0.1403622031211853,129,11959,
,129,11959,0.04981260001659393
0.13938438892364502,130,12051,
,130,12051,0.05223667249083519
0.15256881713867188,131,12143,
,131,12143,0.052014485001564026
0.14233116805553436,132,12235,
,132,12235,0.05418382212519646
0.13732044398784637,133,12327,
,133,12327,0.04960953816771507
0.14227373898029327,134,12419,
,134,12419,0.04976388067007065
0.14279581606388092,135,12511,
,135,12511,0.05284665524959564
0.1384442150592804,136,12603,
,136,12603,0.05185963213443756
0.14474532008171082,137,12695,
,137,12695,0.051445122808218
0.1371583193540573,138,12787,
,138,12787,0.051283203065395355
0.1368255913257599,139,12879,
,139,12879,0.04951174184679985
0.1425619274377823,140,12971,
,140,12971,0.05309881269931793
0.13826586306095123,141,13063,
,141,13063,0.052664462476968765
0.13973073661327362,142,13155,
,142,13155,0.05077566206455231
0.13594217598438263,143,13247,
,143,13247,0.052004698663949966
0.14202356338500977,144,13339,
,144,13339,0.04856153950095177
0.13861079514026642,145,13431,
,145,13431,0.05078116059303284
0.1388975828886032,146,13523,
,146,13523,0.05058572068810463
0.13529488444328308,147,13615,
,147,13615,0.04898228123784065
0.14245733618736267,148,13707,
,148,13707,0.05032704025506973
0.13784238696098328,149,13799,
,149,13799,0.04949076101183891
0.13845746219158173,150,13891,
,150,13891,0.04764554277062416
0.14110808074474335,151,13983,
,151,13983,0.04965243861079216
0.14279203116893768,152,14075,
,152,14075,0.05367589369416237
0.13314470648765564,153,14167,
,153,14167,0.04840634763240814
0.1378507912158966,154,14259,
,154,14259,0.05092116445302963
0.1362440288066864,155,14351,
,155,14351,0.050716832280159
0.14123280346393585,156,14443,
,156,14443,0.04930597171187401
0.1353635936975479,157,14535,
,157,14535,0.05136648565530777
0.1354353278875351,158,14627,
,158,14627,0.04981521517038345
0.13732627034187317,159,14719,
,159,14719,0.049230050295591354
0.13760808110237122,160,14811,
,160,14811,0.04781770333647728
0.13346751034259796,161,14903,
,161,14903,0.047266822308301926
0.13583295047283173,162,14995,
,162,14995,0.0480223074555397
0.14591041207313538,163,15087,
,163,15087,0.04722272977232933
0.14530865848064423,164,15179,
,164,15179,0.04905816540122032
0.14214719831943512,165,15271,
,165,15271,0.050047021359205246
0.13045606017112732,166,15363,
,166,15363,0.04933826997876167
0.14143559336662292,167,15455,
,167,15455,0.05012362450361252
0.13624462485313416,168,15547,
,168,15547,0.04835985600948334
0.14071719348430634,169,15639,
,169,15639,0.04873792082071304
0.1353074461221695,170,15731,
,170,15731,0.04924660921096802
0.13414575159549713,171,15823,
,171,15823,0.04712209478020668
0.13761460781097412,172,15915,
,172,15915,0.048409804701805115
0.14084751904010773,173,16007,
,173,16007,0.04884462431073189
0.1395522505044937,174,16099,
,174,16099,0.04848899319767952
0.13429813086986542,175,16191,
,175,16191,0.04790271073579788
0.1399318426847458,176,16283,
,176,16283,0.04743856564164162
0.1380489021539688,177,16375,
,177,16375,0.04841432347893715
0.13286013901233673,178,16467,
,178,16467,0.04815969243645668
0.13241925835609436,179,16559,
,179,16559,0.046732041984796524
0.12627921998500824,180,16651,
,180,16651,0.0484498031437397
0.12841567397117615,181,16743,
,181,16743,0.05069854483008385
0.12983264029026031,182,16835,
,182,16835,0.04974662512540817
0.13285617530345917,183,16927,
,183,16927,0.04614421725273132
0.13204951584339142,184,17019,
,184,17019,0.046693310141563416
0.1393909603357315,185,17111,
,185,17111,0.04644068703055382
0.14196231961250305,186,17203,
,186,17203,0.047795090824365616
0.13157916069030762,187,17295,
,187,17295,0.046494655311107635
0.13349632918834686,188,17387,
,188,17387,0.04458136856555939
0.13272403180599213,189,17479,
,189,17479,0.04567878320813179
0.131057471036911,190,17571,
,190,17571,0.04852936044335365
0.13758982717990875,191,17663,
,191,17663,0.04765020310878754
0.13745087385177612,192,17755,
,192,17755,0.046054065227508545
0.13469631969928741,193,17847,
,193,17847,0.045858364552259445
0.13089613616466522,194,17939,
,194,17939,0.04611961916089058
